GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
6619         9   15421694   15467247    194      35  148941      -1.1721      0.87942
11168        9   15463564   15512003    234      53  145090     -0.89834       0.8155
203238       9   15551872   15972397   2220      52  145790      -1.0766      0.85917
100129385    9   16203433   16277311    543      88  146205    -0.037231      0.51485
54796        9   16409001   16871786   2688     193  145998        1.561     0.059262
54875        9   17133989   17504421   2482      65  148901      0.96448       0.1674
6456         9   17577953   17797622   1698     107  147551      0.32834      0.37133
92949        9   18473079   18911448   2996     248  147504       2.5721    0.0050543
158297       9   18927391   19034256   1023      60  147963        5.762   4.1556e-09
10670        9   19048372   19051523     19       9  142039       6.1728   3.3538e-10
54801        9   19052635   19103940    343      31  150018       5.5755   1.2344e-08
123          9   19115259   19128604     78      25  148810       3.4028    0.0003335
55667        9   19229763   19374637    748      62  146920       1.7083     0.043789
6194         9   19375753   19381272     29      12  134172       2.2963     0.010828
340485       9   19407925   19453118    256      49  141515      0.29691      0.38327
25769        9   19506950   19790059   1603     137  146581     -0.29896      0.61751
4300         9   20341163   20623514   1368     134  138661      0.58667      0.27871
54914        9   20657309   20996454   1699      98  144596       2.8784    0.0019987
401494       9   21003120   21032635    180      35  147530       2.2112     0.013512
3456         9   21076604   21078943     17      10  139767       1.7329     0.041556
3467         9   21140131   21143144     15       8  146977      -1.3787      0.91601
3452         9   21165136   21167659     24       9  144500       1.4145     0.078603
3441         9   21186117   21188598     19       7  141773       1.4266     0.076846
3444         9   21200968   21203204     25      16  133768       1.5048     0.066183
3446         9   21205680   21208142     26      11  134476      0.26332      0.39615
3449         9   21215872   21218310     31       7  147833      0.10215      0.45932
3451         9   21226742   21229221     22       4  146298       1.2461      0.10636
3448         9   21238701   21240978     21      14  134403      0.72664      0.23372
3442         9   21304113   21306312     15      10  134537      0.75443       0.2253
55958        9   21330518   21336429     20       6  136507      0.15656       0.4378
3443         9   21349817   21351886     15       6  143504       1.2078      0.11355
3447         9   21366871   21369075     16       7  141146       0.2415      0.40458
3440         9   21383754   21386396     11       6  141764       2.1852     0.014438
3445         9   21408146   21410684     13       7  146925       2.0599     0.019703
3439         9   21439453   21441815     19      11  141534      0.20009      0.42071
338376       9   21480338   21483312     14       7  146298      -0.4699      0.68079
4507         9   21801635   21941540    873      79  140429      0.12674      0.44957
1029         9   21967251   21995490    105      47  141410       4.0584   2.4706e-05
1030         9   22002402   22010312     33      19  143855       7.6033   1.4433e-14
63951        9   22445840   22452972     31      13  150835       1.2372        0.108
1993         9   23689597   23827342    835     111  144030     -0.86595      0.80674
100129669    9   24542693   24546889     26      10  146006       1.0716      0.14194
286319       9   25675887   25679856     35       9  152080       2.0786     0.018827
100506422    9   26065673   26118906    322      52  143623    -0.093932      0.53742
79886        9   26840183   26893826    344      34  139919     -0.13465      0.55356
9373         9   26902868   26948468    250      41  147230     -0.62457      0.73387
80173        9   26946037   27063431    560      59  145783    -0.096438      0.53841
64922        9   26992634   27006691     70      28  147503     -0.17838      0.57079
7010         9   27108147   27230672    916     105  149862     -0.17629      0.56997
54586        9   27284152   27298137    102      26  147873       -1.114      0.86736
79817        9   27324707   27531223   1334     146  145352     -0.83911       0.7993
56832        9   27523312   27526996     31      14  138620      0.18076      0.42828
203228       9   27546043   27574864    181      36  145212       1.3991     0.080896
158038       9   27947584   29213998   8026     306  147115      0.80009      0.21183
48           9   32383601   32451334    347      69  145856       2.0418     0.020585
23586        9   32454800   32527322    353      49  143393       2.4603    0.0069409
10210        9   32540042   32553626     58      32  141249       2.3301    0.0099008
4712         9   32553024   32574182     92      28  145628       2.6226    0.0043636
138474       9   32628952   32636667     30      21  141529    -0.076453      0.53047
401498       9   32782497   32789699     39      15  132388      -1.1031      0.86501
54840        9   32972104   33002639    144      23  148053     -0.36335      0.64183
3301         9   33024209   33040405     94      20  149494     -0.61308      0.73009
55234        9   33041350   33077714    183      41  143199     -0.36515       0.6425
2683         9   33110136   33168356    321      37  149552      0.58512      0.27923
27290        9   33239196   33249065     51      12  146603      -1.2743      0.89873
573          9   33251969   33265759     51      22  140362      -1.5173       0.9354
51510        9   33263877   33282567     57      26  140200     -0.52307      0.69954
4799         9   33289418   33371655    339      56  142317     -0.45079      0.67393
364          9   33384448   33403643     73      30  143939     -0.68012      0.75179
360          9   33440652   33448631     32      17  141823      -1.2211      0.88897
65083        9   33460851   33474941     82      33  142791       1.5979     0.055035
441459       9   33523347   33603158    398      71  146078       1.3445     0.089391
5646         9   33749464   33799729    236      55  145740       2.8942    0.0019008
54926        9   33816162   33920901    478      44  148408       2.3657    0.0089983
55833        9   33921191   34049947    645      43  147519       2.5829    0.0048987
25853        9   34085881   34127771    214      42  145974       1.6937     0.045163
51271        9   34178003   34253021    323      45  145695       1.8042     0.035597
347240       9   34251878   34330198    330      46  145187       2.2715      0.01156
318          9   34328504   34344211     60      19  149494       1.8545      0.03183
57462        9   34368407   34377894     38      16  144350       1.2392      0.10763
84688        9   34378517   34398898     69      24  147685     -0.33183      0.62999
203259       9   34397682   34459568    292      49  146392       1.2793      0.10039
27019        9   34457750   34521487    249      61  143487       2.3297    0.0099115
375704       9   34520540   34524037      9       6  148239       1.3991     0.080896
1271         9   34550925   34591713    202      47  147685     0.038417      0.48468
138716       9   34609982   34613110      8       5  130664      0.20432      0.41905
11258        9   34613042   34621520     19      12  144628      0.95286      0.17033
138715       9   34620955   34629011     37      18  145607       0.9851      0.16229
10280        9   34634219   34638805     20       9  150422    -0.062691      0.52499
2592         9   34645586   34651095     19       9  136191      -0.7347      0.76874
3590         9   34651182   34662399     27      12  151587     -0.39179      0.65239
10850        9   34661393   34663689      8       5  145452     -0.98694      0.83816
6363         9   34689067   34692274     15       8  145480      0.52697      0.29911
6366         9   34708502   34711164     17       7  149922      -2.0393      0.97929
259308       9   34722550   34730535     49      18  150457     -0.25242      0.59964
23349        9   34956484   34983041    119      47  146015       0.4151      0.33903
25822        9   34988638   34998930     29      20  145237     -0.46887      0.68042
138724       9   35040102   35046488     29      15  139733      0.50772      0.30583
7415         9   35055565   35073739     76      29  146572      0.63496      0.26273
2189         9   35073333   35081043     24      12  146716      0.35474      0.36139
84720        9   35086528   35097598     46      22  144587      -1.0434      0.85161
30968        9   35099388   35104184     17       9  135536      -1.5896      0.94404
80256        9   35103618   35117338     57      26  139893       1.1815      0.11871
10497        9   35160976   35405834    956      69  136321      0.78059      0.21752
9853         9   35489007   35562395    260      58  144806     -0.65542       0.7439
730112       9   35561327   35564896     15      11  137407      0.17346      0.43115
7016         9   35604281   35610538     25      15  140331     -0.83007      0.79675
971          9   35609476   35619862     36      20  142220      0.27493      0.39168
27240        9   35648795   35651947     16      11  150014      -1.8059      0.96454
203260       9   35657279   35662000     36       9  151157     -0.23893      0.59442
84904        9   35658372   35676863     89      26  146860      0.55961      0.28787
768          9   35672915   35681656     47      22  149600      0.44897      0.32673
7169         9   35681490   35691583     43      17  149042       1.7138      0.04328
7094         9   35696834   35733392    122      49  142912       1.9803     0.023833
10488        9   35731317   35737505     25      15  140798       1.7173     0.042966
57704        9   35736363   35750925     48      29  135685       2.1044     0.017671
9827         9   35748277   35753764     26      11  145515       1.7696       0.0384
692094       9   35752487   35755274     11       6  142055      0.83363      0.20225
4882         9   35788962   35810228     67      16  146735      0.65769      0.25537
26206        9   35807282   35813269     16       9  142343      0.12752      0.44926
84681        9   35812457   35816481     16       9  139878       1.6728     0.047183
392307       9   35816514   35834372     81      34  142491       1.1734      0.12032
51754        9   35828222   35855344    147      49  139172      0.78467      0.21632
392309       9   35868960   35871398     10       6  139918      -0.2864      0.61271
646962       9   35905189   35907638     21      14  139449       1.7719     0.038209
56656        9   35956605   35959151      7       3  143914       1.8475     0.032335
8434         9   36035910   36124952    325      48  145403       1.3422     0.089771
152007       9   36135730   36164410    154      47  145524    -0.099511      0.53963
881          9   36164990   36171831     32      12  146641       1.6206     0.052548
1211         9   36189853   36212559    102      30  141212     -0.13268      0.55278
10020        9   36213938   36278053    305      43  140906     -0.55487      0.71051
152006       9   36335895   36488568    667      70  142480     -0.31982      0.62545
9833         9   36571859   36678180    473      58  141186      0.68662      0.24616
5079         9   36832772   37035476   1273     137  147002      -1.0973      0.86375
84186        9   37119161   37358646    731      69  143749     -0.40816      0.65842
9380         9   37421693   37437490     65      29  141422     -0.33546      0.63136
9925         9   37437599   37466407    110      50  141296      0.14456      0.44253
64425        9   37484945   37504194    174      15  146410      0.57518      0.28258
26267        9   37510389   37577250    360      49  145853      0.54138      0.29412
401505       9   37587910   37593636     18       8  149263       -1.904      0.97154
22844        9   37650052   37747401    575      72  146472      0.79039      0.21465
158234       9   37752797   37779469    142      33  140046       0.8477       0.1983
51010        9   37779211   37786089     51      14  132919      0.86069       0.1947
79269        9   37799551   37868166    264      17  148587      0.69247      0.24432
92014        9   37877072   37905350    110      31  146149     -0.46654      0.67958
6461         9   37915395   38070210    822      61  146891       0.9037      0.18308
219          9   38391661   38399162     52      22  150528     0.090564      0.46392
347252       9   38406025   38425444    122      35  148340       -1.127      0.87013
253650       9   38542690   38621626    384      82  146552    -0.048889       0.5195
79937        9   39069696   39289300    276      36  109629      0.84258      0.19973
26149        9   40770688   40793112     10       2   75415       0.4618      0.32211
728577       9   43683885   43922976      3       1   92984     -0.98234      0.83703
101060026    9   44019215   44075691     11       2   91795      0.30328      0.38084
653404       9   69198980   69203204      1       1   93439       1.1264         0.13
445571       9   70855839   70915432      2       1  120259      0.32686      0.37189
5239         9   70970815   71146477    688      74  137634      0.98187      0.16308
169693       9   71150996   71156783     24      10  133462       1.3404     0.090056
8395         9   71319188   71624592   1554      93  146784      0.24699      0.40246
116224       9   71393964   71399109     27      13  135688     -0.21493      0.58509
5568         9   71626926   71636600     48      14  152058       1.7542     0.039698
2395         9   71649479   71715594    385      36  149796     -0.35641      0.63923
9414         9   71713875   71870624    891      76  148517     -0.46649      0.67957
9413         9   71938287   72007872    412      64  145489     -0.43416      0.66792
320          9   72041948   72288275   1058      78  144172       1.0753      0.14113
375743       9   72323938   72375916    212      53  142821      0.56703      0.28535
138255       9   72434731   72521648    423      58  142403     -0.80767      0.79036
256691       9   72657435   72842399    869      47  147496     -0.27315      0.60763
23137        9   72872878   72970289    412      44  146690    -0.034366      0.51371
687          9   72999013   73030573    109      49  141205     -0.18282      0.57253
80036        9   73143479   74062782   5048     226  146176     -0.53757      0.70456
23670        9   74297782   74385373    533      62  147791       0.2595      0.39763
51104        9   74476868   74527148    194      32  145036      -1.2635      0.89679
138241       9   74525190   74588873    231      48  144454    -0.070602      0.52814
138240       9   74665775   74688728    106      29  147426      0.45575      0.32428
9615         9   74728511   74867640    581      59  149537       1.7952     0.036313
7763         9   74965841   74981163     77      25  142135       2.6213    0.0043795
117531       9   75135717   75451767   1448      60  148778       3.3544   0.00039775
216          9   75515078   75654633    584      71  144105       0.8673      0.19289
301          9   75765721   75785809     75      31  140294       0.2114      0.41629
6096         9   77111252   77304034    819      89  145981     0.051896      0.47931
140803       9   77336911   77504010    747     109  141716    -0.062538      0.52493
55071        9   77560999   77568802     27      17  146719       1.4324     0.076019
138199       9   77595436   77644326    172      43  147754      0.30169      0.38144
54981        9   77675616   77704133    178      40  148413      0.73002      0.23269
26578        9   77702398   77762614    344      47  148408      0.22288      0.41182
5125         9   78504560   78977755   2859     301  147252      0.64709      0.25879
55312        9   78999933   79010444     65      22  144688     -0.47427      0.68235
2650         9   79033752   79122832    589      56  145546     -0.36011      0.64062
158471       9   79225792   79522136   1858     165  142492      -1.3084      0.90464
442425       9   79633571   79636369      9       5  136017    -0.014819      0.50591
23230        9   79791269   80032899   1319      60  147039     -0.31996       0.6255
9630         9   80037495   80264232   1429     199  145286     -0.90021        0.816
2776         9   80334689   80647219   1262      72  144624      0.81657      0.20709
84131        9   80849978   80887299    154      44  146333      0.71339       0.2378
29968        9   80910991   80945509    224      39  150758      0.83735       0.2012
7091         9   82185878   82342158    688      83  144074      0.16517      0.43441
7088         9   84198098   84304596    613     138  147657       6.3993   7.8038e-11
389761       9   84542343   84550413      1       1  103989     -0.64335         0.74
389762       9   84557415   84565509     11       7  137441       0.8964      0.18502
389763       9   84602687   84610671     37      22  147114      0.68258      0.24744
158158       9   85594000   85679043    308      50  142771      0.90184      0.18357
257019       9   85857405   86154348   1778     139  148275       1.6018     0.054601
414328       9   86236964   86259545    121      35  145329     -0.99014      0.83895
29979        9   86274378   86324168    273      33  146852     -0.75448      0.77472
80318        9   86353836   86445431    367      41  146329       0.2534      0.39998
55582        9   86451113   86537428    304      35  145500       1.3739     0.084732
84267        9   86552726   86572665     88      31  147357       2.1611     0.015344
3190         9   86582498   86596692     60      23  142232       1.8853     0.029693
80010        9   86594321   86619489     94      30  145727       2.4548    0.0070476
64078        9   86890265   86984413    621      81  147447     -0.39685      0.65426
4915         9   87282417   87642485   1770     146  147323       1.4273     0.076743
23287        9   88160954   88357944   1005      43  145876     -0.98022      0.83651
60560        9   88555009   88638850    360      27  137631     -0.43529      0.66832
51280        9   88628518   88716116    478      51  143632      0.55773      0.28851
389766       9   88834680   88875572    196      45  141089    -0.046098      0.51838
81689        9   88878961   88898676     59      24  143525     -0.09236      0.53679
79670        9   88902148   88970402    251      50  140822     -0.24377       0.5963
2619         9   89558777   89563104     12       7  148658       1.8067     0.035403
401535       9   89762559   89775141     75      18  147425        1.531     0.062885
1612         9   90111601   90324066   1397     153  145218    -0.037694      0.51503
1514         9   90339974   90346884     39      20  141072      0.24564      0.40298
286234       9   90496772   90504314     52      19  148292      0.13472      0.44642
441452       9   90531877   90539072     10       7  118448       -2.041      0.97937
23552        9   90580856   90590695     51      23  145302      -1.0143      0.84479
645961       9   90743720   90750900     11       5  126483       0.7226      0.23496
10927        9   91001584   91094123    449      34  139526      0.86435       0.1937
158046       9   91148203   91191204    230      54  137979      0.15443      0.43863
286238       9   91242750   91268075    183      36  142414     -0.62883      0.73527
286223       9   91604778   91611557     31      16  147473     -0.35175      0.63749
1903         9   91605324   91620570     77      34  147644      -1.2262      0.88995
53358        9   91620186   91794682    909      95  146625      -2.2562      0.98797
1164         9   91925113   91932118     54      23  148958      -1.2035      0.88562
79048        9   91932394   91975061    165      52  145774      -1.0775      0.85937
10507        9   91975206   92113906    895      96  146697       -2.328      0.99005
10912        9   92218913   92221970     16       6  150663     -0.33725      0.63204
54769        9   93371614   93406108    189      45  148197       1.0405      0.14905
6850         9   93563012   93661342    681      93  147972      0.22089      0.41259
549          9   93975597   94125215    645      55  145879       2.2195     0.013227
4783         9   94170827   94187908     71      21  147044      0.76287      0.22277
4920         9   94484378   94713444   1552      99  145755      0.50458      0.30693
10558        9   94792916   94878756    517      40  144961     -0.48805      0.68724
3376         9   94971989   95057038    344      39  144781       1.7595     0.039247
55035        9   95059140   95088876    125      27  144186       1.2748      0.10119
401541       9   95086741   95377946   1259      50  143981       2.1709      0.01497
4969         9   95145749   95167976     76      15  146386       1.5772     0.057374
4958         9   95176027   95187836     52      22  137996       1.8582     0.031573
54829        9   95217987   95245844    109      27  143027        2.142     0.016098
1842         9   95255329   95299374    183      37  145866       2.3777    0.0087107
64768        9   95374966   95433547    294      40  145220       1.5427     0.061451
23299        9   95473145   95528083    244      39  146847       2.0294      0.02121
101929748    9   95567167   95571649     32       9  154976       2.1974     0.013996
83744        9   95606813   95641320    158      37  147877       1.2284      0.10964
89846        9   95708601   95799018    483      59  144624    -0.081893      0.53263
203328       9   95819989   95847920    183      39  145674     -0.49792      0.69073
84270        9   95857450   95876065     85      20  150418     -0.26596      0.60486
4814         9   95883271   95897570     93      28  146277     -0.34324      0.63429
65268        9   95945437   96083354    795      73  143753      0.25552      0.39916
445577       9   96079981   96109696    186      46  146762      -1.1455      0.87399
158293       9   96208276   96216874     47      16  145577       1.3662     0.085941
23196        9   96213173   96328897    574      46  144842     0.043149      0.48279
5253         9   96337909   96442369    721      58  146919      0.87583      0.19056
101929519    9   96432803   96436032     17       9  136800       1.1634      0.12233
56033        9   96713409   96718608     24      11  146184       1.1681      0.12137
138639       9   96792076   96872638    288      59  140504       1.2444      0.10667
169841       9   97020578   97065791    293      37  146084       2.7401    0.0030709
54754        9   97079978   97091926     26      16  142974       2.7773     0.002741
728026       9   97108992   97110845      3       2  150115       1.8556     0.031755
84641        9   97135833   97223702    347      35  139571       2.1822     0.014546
8789         9   97320502   97357075    308      35  144609       1.7528      0.03982
2203         9   97364915   97403531    267      36  142746       1.1498      0.12512
84909        9   97487886   97850000   1759      59  144312       4.0064   3.0829e-05
2176         9   97860836   98080991    661      96  140918       3.8702   5.4377e-05
5727         9   98204764   98280247    367      59  144294       3.0707    0.0010678
375748       9   98636900   98731622    444      55  144546      0.51898      0.30189
158434       9   98868443   98879693     68      23  142462       1.5808     0.056964
3293         9   98997088   99065662    367      59  147106       1.2926     0.098069
11046        9   99075219   99146992    405      44  149775       1.8478     0.032314
195828       9   99147723   99181669    140      18  148751      0.84056       0.2003
22927        9   99211414   99254118    164      35  146610      0.50705      0.30606
8555         9   99252307   99383112    480      84  137329       1.5495     0.060628
195827       9   99402609   99418603     60      22  135497     -0.12111       0.5482
22869        9   99517647   99541401    210      22  135016     -0.12047      0.54795
158431       9   99578254   99697169    440      45  141784     0.039478      0.48425
441457       9   99690286   99705072     24      11  138789     -0.20445        0.581
1515         9   99791459   99802925     52      14  134795      0.79932      0.21205
100499483    9  100068910  100140077    342      38  144509      -1.0876      0.86162
23424        9  100173302  100258907    371      36  145852       2.2742     0.011478
7111         9  100262462  100367677    483      95  142876      0.14038      0.44418
158427       9  100361862  100396962    172      20  128731      0.32586      0.37227
4686         9  100394705  100436530    158      18  134011      0.70565       0.2402
7507         9  100436691  100460691    111      15  132459       0.1884      0.42528
2304         9  100614537  100619497     32       8  152185       1.6369     0.050831
51531        9  100661880  100685852    108      22  148671       1.4688     0.070945
55363        9  100688573  100708197     62      16  143526      0.19946      0.42095
10541        9  100744479  100781360    134      54  143709       1.3819     0.083496
9830         9  100797571  100882695    340      53  146212       1.3347     0.090983
54187        9  100817959  100845865     91      23  146202       1.5182      0.06448
7464         9  100882757  100955956    457      91  144142       1.1827      0.11846
55357        9  100960780  101019003    363      44  147922       2.0877     0.018414
9568         9  101049864  101472479   2503     238  147296      0.67996      0.24826
203286       9  101493791  101559794    283      46  144457     -0.57395        0.717
79695        9  101568981  101612863    216      62  146511     0.083721      0.46664
1306         9  101704995  101833574    720     100  145556     -0.18958      0.57518
7046         9  101866412  101916974    197      44  144825      0.57403      0.28297
85365        9  101978207  101985246     30      12  141258   -0.0014924       0.5006
10952        9  101983570  101993401     63      20  142364      0.74853      0.22707
8013         9  102583137  102629673    120      50  142135       1.4834      0.06898
55014        9  102667915  102737318    247      45  146949      0.62813      0.26496
23071        9  102740961  102862330    434      61  143942       1.6319     0.051353
27130        9  102860467  103064408    776      40  146626       1.7831     0.037286
54881        9  103063857  103116856    208      37  145762      0.50841      0.30558
91283        9  103188495  103214516    119      19  147994     -0.73709      0.76947
100526694    9  103203188  103340418    628      50  145271     -0.62973      0.73556
8577         9  103234520  103340418    492      54  144739     -0.40117      0.65585
347273       9  103339361  103351171     74      21  145605        -1.86      0.96855
54886        9  103790031  104087917   1664     125  147973      -1.7391      0.95899
570          9  104122199  104148287    118      28  143718     -0.13674      0.55438
54534        9  104150596  104161919     54      28  142858      0.24607      0.40281
7743         9  104160136  104173442     85      19  146996      0.57415      0.28293
229          9  104182342  104199062     93      28  147428      0.53201      0.29736
84302        9  104234942  104250475     81      32  142178      -0.9996      0.84125
56254        9  104295131  104326126    132      46  141415      -1.1101      0.86653
116443       9  104331134  104501862    998      58  147447      -1.8148      0.96522
5535         9  104353397  104358283     21      11  151935     -0.14189      0.55642
1539         9  105756593  105781270    189      27  149775    -0.085801      0.53419
10592        9  106855213  106904200    370      17  150692     -0.27711      0.60915
138805       9  107265544  107268003     20       6  145827      0.95624      0.16948
138804       9  107288034  107290490      9       3  155410      0.58765      0.27838
138803       9  107297551  107300094     12       7  138700     -0.43998      0.67002
138802       9  107330449  107332911     13       9  139824      0.68883      0.24546
138799       9  107360238  107362694     36      10  145627       1.0536      0.14604
392376       9  107366452  107368908     17       6  147045      0.71953      0.23591
286362       9  107379029  107381485     16       6  143639      0.31612      0.37596
286365       9  107455703  107458243     23      11  146882      0.93253      0.17553
25934        9  107508969  107522903     72      25  147598       1.5687      0.05836
55335        9  107525022  107540545     85      27  148184       1.3969     0.081227
19           9  107542783  107691527    984     154  147899       2.5363    0.0056012
23446        9  108005906  108201285    822      65  145072     -0.22481      0.58894
83856        9  108209077  108315214    420      57  146251      -1.0209      0.84634
2218         9  108319411  108403899    271      50  146621    -0.090827      0.53619
6887         9  108417562  108425893     49      15  147722       -0.936      0.82536
55151        9  108455806  108539392    448      33  147209     -0.40307      0.65655
58499        9  109621469  109776025    610     109  140407     -0.61754      0.73156
5887         9  110044517  110094975    307      37  144571       1.8271      0.03384
9314         9  110246633  110253047     30       8  147044       1.2428      0.10698
10880        9  111616368  111619275     25      12  149623         2.65    0.0040247
10881        9  111623603  111626535     22      11  148419       1.2709      0.10188
8518         9  111629300  111697608    415      48  150632      0.57542       0.2825
54942        9  111695673  111703738     36      11  148353      0.19761      0.42168
8727         9  111704349  111776829    337      41  147748      0.78219      0.21705
23731        9  111776915  111883225    584      44  149783       1.1523      0.12459
23732        9  111899081  111930571    193      46  149808      0.52939      0.29827
54566        9  111933754  112084021    753     105  146739      0.94557      0.17218
5774         9  112137474  112261593    587      63  146060      0.96046      0.16841
114299       9  112402068  112714256   1866     151  147705       1.5523     0.060296
445815       9  112541577  112935292   2171     211  146659       1.3602     0.086881
11217        9  112809878  112935292    706     100  146018      -1.7494      0.95989
401546       9  112961341  112971413     67      25  142030      0.18747      0.42565
7295         9  113005592  113019920     78      35  146759       1.5266     0.063426
255220       9  113065262  113101163    202      60  147631      0.43961      0.33011
79987        9  113127028  113343160   1214     109  149205       2.1032     0.017723
4593         9  113429935  113566886    626      80  147823       3.1679   0.00076782
1902         9  113635042  113802523    915      81  145162       2.1258     0.016761
26248        9  114089263  114092952     16       9  128616      0.16982      0.43258
23392        9  114122473  114248025    592      61  143768      0.99102      0.16084
158399       9  114286439  114340624    308      55  144464       1.1216      0.13101
22949        9  114311502  114363135    312      64  146601      0.20055      0.42053
548645       9  114392632  114417131    140      29  145951     -0.22327      0.58834
552891       9  114392632  114433026    247      43  146848     -0.56157       0.7128
2790         9  114422851  114433026     59      14  145677      -1.0026      0.84198
158401       9  114448401  114558556    590      35  148457     -0.73504      0.76884
7357         9  114658206  114698149    299      58  145712      0.45295      0.32529
64420        9  114802561  114938577    651      83  143802    -0.014336      0.50572
9991         9  114979495  115096944    548      33  148635      -1.3473      0.91106
84263        9  115141189  115235185    510      36  145342     -0.34536      0.63509
158405       9  115248248  115428087    758      80  144215     -0.55137      0.70931
58493        9  115448286  115481387    144      36  143249     0.089462      0.46436
401548       9  115510911  115637767    677      41  147341    -0.078445      0.53126
57864        9  115640700  115654193     85      30  142934     -0.12449      0.54954
169834       9  115758900  115775472     88      24  144914      0.69333      0.24405
7539         9  115803644  115820043     55      29  147534    -0.095157       0.5379
1318         9  115912238  115926922     92      22  150541     -0.32908      0.62895
23307        9  115927300  115984641    322      37  150298      0.03481      0.48612
1317         9  115982808  116027272    182      38  148123     -0.31209      0.62251
246184       9  116028788  116038869     52      17  145691      -1.1601        0.877
9128         9  116036914  116056579    114      32  147671     0.063317      0.47476
138065       9  116058873  116066554     47      18  143454      0.45737       0.3237
114987       9  116075002  116103620    113      31  147908        1.668     0.047658
54836        9  116110812  116134013    170      31  150737       0.9071      0.18218
81932        9  116135198  116140289     42      18  147102      -1.3644      0.91378
210          9  116148092  116164618     83      38  147112     -0.24365      0.59625
54107        9  116169015  116174029     27       8  143946      0.43156      0.33303
257169       9  116171924  116192464     92      18  147167      -0.2276      0.59002
5998         9  116206009  116360523    742      47  144408      0.56793      0.28504
114991       9  116637562  116819375   1000     109  144819       2.8897     0.001928
259          9  116821907  116841752    117      31  142655      0.17868      0.42909
113220       9  116853403  116862600     38      15  146979      0.94331      0.17276
85301        9  116917231  117073475   1012     156  147332       5.1763   1.1317e-07
5004         9  117084303  117089259     19      12  141797      0.58692      0.27863
5005         9  117091069  117096036     17       9  142614      0.98739      0.16172
80709        9  117095929  117161783    300      52  139204       2.7688     0.002813
25861        9  117163860  117268789    595      68  146768       2.7059    0.0034065
9550         9  117348994  117361652     46      19  145371        1.304     0.096118
203197       9  117372706  117409203    270      37  148205       1.1311      0.12901
100505478    9  117428214  117445369    132      26  152389     -0.32011      0.62556
9966         9  117546415  117569408     80      36  147027      -0.5332      0.70305
944          9  117655123  117693875    196      28  146685       1.0797      0.14014
3371         9  117781354  117881536    581      70  146547       0.3369      0.36809
50514        9  117903097  118165423   1622     115  146878       1.7274      0.04205
5069         9  118915071  119165100   1038     162  143934       4.4969   3.4474e-06
23245        9  119187004  120178317   5691     270  144254       2.9536    0.0015704
22954        9  119359147  119464079    547      44  140410       2.7398    0.0030737
7099         9  120465453  120480269     58      25  146495       1.3334     0.091205
1620         9  121928407  122132739    926     106  143545     -0.34552      0.63515
55755        9  123150647  123343448    596      77  142845       1.3336     0.091165
1955         9  123362696  123477765    379      45  138770      0.74014      0.22961
26190        9  123518754  123556740    149      57  142398       1.7032     0.044261
5711         9  123577831  123606299     93      35  143916       1.3845     0.083108
26147        9  123617429  123658168    164      42  142066      0.32083      0.37417
7185         9  123664171  123692451    177      32  145497     0.028035      0.48882
727          9  123714113  123813554    387      51  145014      0.72112      0.23542
11064        9  123836170  123940388    436      60  145509      0.35519      0.36123
51552        9  123939915  123965365    118      32  147496      0.19146      0.42408
2934         9  124029380  124095622    333      50  145455       1.2719       0.1017
2040         9  124100766  124133582    148      40  147287       1.2125      0.11267
153090       9  124328162  124548309   1089     150  140546     -0.69635      0.75689
158135       9  124577453  124856885   1607     115  145900       1.0342      0.15052
4702         9  124894245  124923098    171      32  143881     0.057999      0.47687
254956       9  124921190  124962868    231      59  143576      0.81185      0.20844
26468        9  124964356  124992166    120      47  141953     -0.40487      0.65721
92400        9  125001334  125028143    147      37  146476      0.57469      0.28275
92399        9  125025882  125086243    176      80  141663     -0.85981      0.80505
5742         9  125131809  125158482    198      36  143735      -1.2905      0.90155
26740        9  125230369  125276876    244      66  149516     -0.34353       0.6344
347168       9  125238737  125241205     26       8  151186      -1.2009       0.8851
26219        9  125280420  125282861      6       4  146229     -0.45548      0.67562
138883       9  125288137  125290572     14       6  149764      0.32588      0.37226
138882       9  125314449  125316941     33       8  154866      0.43974      0.33006
138881       9  125329327  125331756     20       6  140434     -0.52572      0.70046
158131       9  125376017  125378461     17      10  149067     -0.10549        0.542
347169       9  125390358  125392814     19       6  155932      0.52944      0.29825
26737        9  125422995  125425427     17       9  137278      0.84948      0.19781
26735        9  125436409  125438883     24       6  128173     -0.52063      0.69869
254973       9  125485269  125487704      7       4  146441      0.48507      0.31381
392390       9  125511127  125513562     21       7  139190     -0.43467       0.6681
392391       9  125550212  125552674     16      10  128634      0.88687      0.18757
392392       9  125561402  125563852     20      13  131745        2.095     0.018086
5082         9  125579876  125591935     42      26  140450       1.0555       0.1456
54542        9  125606335  125668562    228      56  140483       3.6296   0.00014192
10773        9  125669835  125677365     27      14  144952       3.7724   8.0848e-05
57684        9  125677345  125694792     52      20  152462       3.5287   0.00020881
23637        9  125702288  125867647    566      71  144423       4.3955   5.5264e-06
2844         9  125794916  125801880     12       8  131705       2.0239     0.021489
55342        9  125877838  126031855    470      79  138253       3.6334   0.00013988
286204       9  126117448  126141534    154      45  147375       1.6132     0.053348
57706        9  126141433  126693423   2530     126  146136      0.78445      0.21639
9355         9  126772889  126796072    119      25  148543       0.6774      0.24907
